Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
2406658307,"May 29, 2019, 2:51:27 PM",Afternoon Run,Run,,3377,9.63,,,false,,,activities/2406658307.gpx,0.0,,,3037.0,9636.2998046875,4.400000095367432,,40.302001953125,42.60200119018555,0.5,15.399999618530273,16.700000762939453,-0.023868082091212273,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,9688.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2423402088,"Jun 4, 2019, 5:14:54 PM",Evening Run,Run,,2438,7.40,,,false,,,activities/2423402088.gpx,0.0,,,2436.0,7399.5,3.9000000953674316,,4.133333206176758,4.233329772949219,19.5,23.700000762939453,2.700000047683716,-0.0013514426536858082,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,7407.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2429351263,"Jun 6, 2019, 7:54:49 PM",Night Run,Run,,2363,7.22,,,false,,,activities/2429351263.gpx,0.0,,,2349.0,7223.60009765625,6.300000190734863,,4.125640869140625,3.6256399154663086,19.5,23.700000762939453,4.0,0.00692175654694438,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,7232.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2439124356,"Jun 10, 2019, 12:58:05 PM",Afternoon Run,Run,,3813,10.87,162.0,78,false,,,activities/2439124356.gpx,0.0,,,3484.0,10878.099609375,4.300000190734863,,8.470219612121582,8.670220375061035,19.5,24.100000381469727,3.0999999046325684,-0.0018385563744232059,,,,,162.0,,,,0.0,,,78.0,,,,,,,,,,,,,,,,10889.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2445202856,"Jun 12, 2019, 7:05:34 PM",Night Run,Run,,2754,8.48,,,false,,,activities/2445202856.gpx,0.0,,,2740.0,8485.7001953125,4.5,,3.5547618865966797,4.4547600746154785,19.5,24.100000381469727,3.0,-0.010606078431010246,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,8492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2458529341,"Jun 17, 2019, 7:08:08 PM",Night Run,Run,,4477,13.50,166.0,122,false,,,activities/2458529341.gpx,0.0,,,4446.0,13507.7998046875,4.199999809265137,,13.869441032409668,13.969400405883789,19.399999618530273,24.600000381469727,4.0,-0.0007403130293823779,,,,,166.0,,,,0.0,,,122.0,,,,,,,,,,,,,,,,13530.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2463342179,"Jun 19, 2019, 3:34:44 PM",Afternoon Run,Run,,2517,7.48,163.0,51,false,,,activities/2463342179.gpx,0.0,,,2427.0,7483.60009765625,4.699999809265137,,4.143750190734863,4.143750190734863,19.5,23.700000762939453,2.700000047683716,0.0,,,,,163.0,,,,0.0,,,51.0,,,,,,,,,,,,,,,,7491.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2480176845,"Jun 25, 2019, 6:42:47 PM",Evening Run,Run,,2362,6.90,174.0,60,false,,,activities/2480176845.gpx,0.0,,2362.0,2362.0,6901.5,4.0,,7.3216552734375,7.42165994644165,13.0,23.899999618530273,50.0,-0.0014489603927358985,,,,,174.0,,,,0.0,,,60.0,,,,,,,,,,,,,,,,6963.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2484402408,"Jun 27, 2019, 10:10:03 AM",Lunch Run,Run,,3370,10.00,163.0,83,false,,,activities/2484402408.gpx,0.0,,3370.0,3247.0,10007.2998046875,4.199999809265137,,8.517949104309082,8.617950439453125,19.5,23.700000762939453,3.0,-0.0009992705890908837,,,,,163.0,,,,0.0,,,83.0,,,,,,,,,,,,,,,,10017.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2502754977,"Jul 4, 2019, 6:24:02 AM",Koekestad,Run,,2896,9.00,,,false,,,activities/2502754977.gpx,0.0,,2896.0,2784.0,9001.7001953125,5.900000095367432,,32.14244079589844,31.742399215698242,0.0,15.399999618530273,8.699999809265137,0.004443604964762926,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,9053.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2553959192,"Jul 22, 2019, 4:22:38 PM",Evening Run,Run,,1943,5.58,,,false,,,activities/2553959192.gpx,0.0,,1943.0,1829.0,5582.2998046875,5.099999904632568,,21.80120849609375,21.00119972229004,4.099999904632568,13.300000190734863,9.399999618530273,0.014331010170280933,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5615.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2573344719,"Jul 29, 2019, 5:00:21 PM",Evening Run,Run,,2553,7.83,,,false,,,activities/2573344719.gpx,0.0,,2553.0,2531.0,7831.2001953125,8.600000381469727,,26.96453285217285,32.26449966430664,-0.30000001192092896,12.399999618530273,8.5,-0.06767800450325012,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,7862.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2576195381,"Jul 30, 2019, 5:02:37 PM",Evening Run,Run,,2105,6.53,,,false,,,activities/2576195381.gpx,0.0,,2105.0,2060.0,6530.5,9.5,,24.667329788208008,28.76729965209961,0.4000000059604645,12.399999618530273,6.800000190734863,-0.06278233230113983,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,6565.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2579119686,"Jul 31, 2019, 4:57:50 PM",Evening Run,Run,,2879,9.28,,,false,,,activities/2579119686.gpx,0.0,,2879.0,2860.0,9279.900390625,10.800000190734863,,33.37084197998047,33.37080001831055,0.4000000059604645,15.699999809265137,6.199999809265137,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,9318.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3863563234,"Aug 4, 2020, 3:34:12 PM",Afternoon Run,Run,,540,1.91,168.0,11,false,,,activities/4134212778.fit.gz,,,540.0,530.0,1916.4000244140625,4.599999904632568,3.615849018096924,0.0,23.0,20.600000381469727,22.0,1.100000023841858,0.0,,,85.0,81.13018798828125,,149.76414489746094,,,130.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,1916.5999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,""
3863860304,"Aug 4, 2020, 4:49:17 PM",Evening Activity,Workout,,345,0,63.0,0,false,,,activities/4134539120.fit.gz,,,345.0,345.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,59.15652084350586,,,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3869099337,"Aug 5, 2020, 4:10:13 PM",Evening Run,Run,"",2879,9.28,171.0,88,false,,,activities/4140265937.fit.gz,,,2879.0,2879.0,9279.099609375,4.800000190734863,3.2230288982391357,10.33666706085205,192.0,17.399999618530273,23.399999618530273,2.799999952316284,-0.0043107629753649235,,,83.0,81.34565734863281,,157.56854248046875,,,746.0,,,88.0,,,,,,,,,,,0.0,,0.0,,1.0,9287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.19999694824219,,,,,""
3894127444,"Aug 10, 2020, 7:15:54 PM",Night Run,Run,"",2922,8.69,167.0,48,false,,,activities/4167737737.fit.gz,,,2922.0,2865.0,8691.7001953125,6.0,3.033752202987671,11.606666564941406,159.0,19.799999237060547,24.600000381469727,1.899999976158142,0.023010458797216415,,,86.0,78.7161865234375,,145.29779052734375,,,674.0,,,48.0,,,,,,,,,,,0.0,,0.0,,1.0,8701.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.20001220703125,,,,,""
3898770584,"Aug 11, 2020, 4:58:14 PM",Evening Ride,Ride,"",6717,51.98,162.0,74,false,,,activities/4172782233.fit.gz,,,6717.0,6547.0,51981.69921875,10.300000190734863,7.939774036407471,49.141902923583984,300.0,14.600000381469727,32.20000076293945,3.700000047683716,-0.00019237538799643517,,,,,,137.66355895996094,,,1053.0,,,74.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3898910342,"Aug 11, 2020, 7:12:11 PM",Night Ride,Ride,,323,2.45,148.0,1,false,,,activities/4172930728.fit.gz,,,323.0,323.0,2450.800048828125,12.0,7.587615966796875,0.0,19.0,22.299999237060547,23.700000762939453,1.899999976158142,-0.0530439056456089,,,,,,125.33660125732422,,,55.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,""
3903994975,"Aug 12, 2020, 6:57:28 PM",Evening Run,Run,"",3074,9.13,173.0,62,false,,,activities/4178443376.fit.gz,,,3074.0,3065.0,9134.0,5.800000190734863,2.980097770690918,10.313333511352539,202.0,17.399999618530273,23.399999618530273,3.200000047683716,-0.0032844317611306906,,,83.0,80.28478240966797,,147.81744384765625,,,737.0,,,62.0,,,,,,,,,,,0.0,,0.0,,1.0,9141.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.80000305175781,,,,,""
3917515859,"Aug 15, 2020, 11:33:45 AM",Afternoon Ride,Ride,,19021,67.34,174.0,52,false,,,activities/4193172481.fit.gz,,,19021.0,11044.0,67339.296875,12.399999618530273,6.097364902496338,100.25428771972656,431.0,6.599999904632568,45.400001525878906,17.5,0.0334128811955452,,,,,,115.07736206054688,,,1300.0,,,52.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3921713402,"Aug 16, 2020, 12:17:41 PM",Afternoon Ride,Ride,,5919,37.04,165.0,67,false,,,activities/4197728994.fit.gz,,,5919.0,4802.0,37046.19921875,13.600000381469727,7.7147440910339355,94.98332977294922,221.0,18.200000762939453,44.599998474121094,4.599999904632568,-0.008637863211333752,,,,,,140.86380004882812,,,919.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.4000244140625,,,,,""
3932232562,"Aug 18, 2020, 5:07:47 PM",Evening Ride,Ride,,1371,11.55,165.0,20,false,,,activities/4209247092.fit.gz,,,1371.0,1371.0,11556.5,11.199999809265137,8.429248809814453,11.380000114440918,82.0,21.0,29.0,3.700000047683716,0.01297970861196518,,,,,,138.44320678710938,,,278.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,""
3932235961,"Aug 18, 2020, 5:35:47 PM",Evening Run,Run,,2908,8.38,177.0,26,false,,,activities/4209250638.fit.gz,,,2908.0,2908.0,8387.099609375,5.099999904632568,2.8841471672058105,6.019999980926514,192.0,20.200000762939453,26.200000762939453,2.700000047683716,-0.019076915457844734,,,86.0,79.78438568115234,,139.84732055664062,,,636.0,,,26.0,,,,,,,,,,,,,0.0,,1.0,8394.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3942391450,"Aug 20, 2020, 6:38:22 PM",Evening Run,Run,,3920,10.34,174.0,75,false,,,activities/4220111323.fit.gz,,,3920.0,3428.0,10346.2001953125,4.5,3.0181446075439453,5.659999847412109,200.0,17.100000381469727,23.700000762939453,4.199999809265137,0.008698846213519573,,,84.0,79.54715728759766,,149.14573669433594,,,834.0,,,75.0,,,,,,,,,,,,,0.0,,1.0,10355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.699999809265137,,,,,""
3955067674,"Aug 23, 2020, 1:00:53 PM",Afternoon Ride,Ride,,7580,53.81,152.0,35,false,,,activities/4233719369.fit.gz,,,7580.0,6897.0,53812.69921875,12.300000190734863,7.802334308624268,50.436668395996094,301.0,14.600000381469727,32.20000076293945,3.700000047683716,-0.00018582973279990256,,,,,,125.34858703613281,,,895.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.7000122070312,,,,,""
3965019662,"Aug 25, 2020, 3:14:22 PM",Afternoon Run,Run,,3350,10.66,175.0,55,false,,,activities/4244339063.fit.gz,,,3350.0,3342.0,10668.0,5.199999809265137,3.1921005249023438,16.71476173400879,186.0,17.399999618530273,28.799999237060547,2.700000047683716,-0.003749531228095293,,,90.0,80.97393798828125,,145.95477294921875,,,792.0,,,55.0,,,,,,,,,,,,,0.0,,1.0,10679.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927.5,,,,,""
3968066259,"Aug 26, 2020, 8:10:55 AM",Morning Ride,Ride,,14990,35.53,143.0,21,false,,,activities/4247580548.fit.gz,,,14990.0,8424.0,35533.3984375,9.800000190734863,4.218114852905273,77.7334213256836,548.0,20.399999618530273,31.799999237060547,9.800000190734863,0.0039399550296366215,,,,,,97.9771728515625,,,784.0,,,21.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3992463350,"Aug 27, 2020, 9:08:39 AM",Lunch Walk,Walk,,20821,16.84,127.0,20,false,,,activities/4273696074.fit.gz,,,20821.0,11882.0,16847.30078125,4.0,1.4178842306137085,10.718809127807617,370.0,-1.2000000476837158,7.0,4.900000095367432,0.03620758280158043,,,110.0,54.33380889892578,,82.45425415039062,,,914.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3993060120,"Aug 31, 2020, 4:12:42 PM",Evening Ride,Ride,,6742,50.64,154.0,40,false,,,activities/4274334620.fit.gz,,,6742.0,6437.0,50648.1015625,10.0,7.868277072906494,43.37095260620117,246.0,16.100000381469727,29.799999237060547,13.800000190734863,0.0015795262297615409,,,,,,124.44219207763672,,,883.0,,,40.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.7999877929688,,,,,""
3996646257,"Sep 1, 2020, 3:47:45 PM",Afternoon Run,Run,,3016,10.08,177.0,79,false,,,activities/4278179598.fit.gz,,,3016.0,3016.0,10082.099609375,5.099999904632568,3.3428714275360107,10.606666564941406,156.0,17.399999618530273,23.399999618530273,3.299999952316284,-0.003967427648603916,,,86.0,80.58817291259766,,153.96119689941406,,,772.0,,,79.0,,,,,,,,,,,,,0.0,,1.0,10092.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.79998779296875,,,,,""
4006396751,"Sep 3, 2020, 4:08:00 PM",Evening Run,Run,,3337,11.14,178.0,103,false,,,activities/4288531688.fit.gz,,,3337.0,3337.0,11141.7001953125,6.400000095367432,3.3388373851776123,18.516666412353516,250.0,17.399999618530273,29.0,7.0,-0.004487645346671343,,,85.0,80.83218383789062,,156.91969299316406,,,881.0,,,103.0,,,,,,,,,,,,,0.0,,1.0,11165.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.300048828125,,,,,""
4026168580,"Sep 7, 2020, 4:18:49 PM",Evening Run,Run,,3243,10.00,176.0,51,false,,,activities/4309259669.fit.gz,,,3243.0,3243.0,10004.400390625,5.300000190734863,3.084921360015869,10.489999771118164,192.0,17.399999618530273,23.399999618530273,2.700000047683716,-0.0069969212636351585,,,84.0,79.2106704711914,,144.65586853027344,,,767.0,,,51.0,,,,,,,,,,,,,0.0,,1.0,10015.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.29998779296875,,,,,""
4031253407,"Sep 8, 2020, 4:15:41 PM",Evening Ride,Ride,,7237,52.73,155.0,63,false,,,activities/4314629875.fit.gz,,,7237.0,6950.0,52729.69921875,11.899999618530273,7.58700704574585,61.712867736816406,257.0,12.399999618530273,29.299999237060547,4.699999809265137,0.0007585857529193163,,,,,,133.2886199951172,,,1097.0,,,63.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.300048828125,,,,,""
4039855443,"Sep 10, 2020, 2:40:59 PM",Afternoon Run,Run,,3622,11.01,170.0,92,false,,,activities/4323704663.fit.gz,,,3622.0,3423.0,11011.599609375,4.699999809265137,3.2169442176818848,18.628095626831055,326.0,17.399999618530273,28.899999618530273,7.099999904632568,0.0018162664491683245,,,86.0,81.28803253173828,,153.60723876953125,,,871.0,,,92.0,,,,,,,,,,,,,0.0,,1.0,11035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352.0,,,,,""
4044918795,"Sep 11, 2020, 4:45:38 PM",Evening Ride,Ride,,3627,30.91,161.0,75,false,,,activities/4329060580.fit.gz,,,3627.0,3605.0,30910.599609375,11.199999809265137,8.574368476867676,22.513334274291992,191.0,13.600000381469727,24.899999618530273,4.400000095367432,-0.0009705408592708409,,,,,,145.50277709960938,,,788.0,,,75.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,""
4052633795,"Sep 13, 2020, 7:04:08 AM",Morning Ride,Ride,,11021,83.02,160.0,179,false,,,activities/4337197603.fit.gz,,,11021.0,10547.0,83022.703125,10.600000381469727,7.8716888427734375,121.96499633789062,344.0,6.099999904632568,28.0,14.0,0.0010840408504009247,,,,,,143.5321807861328,,,1858.0,,,179.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324.89990234375,,,,,""
4059328952,"Sep 14, 2020, 4:24:38 PM",Evening Run,Run,,2952,9.00,167.0,67,false,,,activities/4344318172.fit.gz,,,2952.0,2919.0,9007.7001953125,5.300000190734863,3.085885524749756,8.460000038146973,266.0,17.200000762939453,22.600000381469727,4.300000190734863,-0.0011101613054051995,,,85.0,79.63108825683594,,149.8717803955078,,,742.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,9015.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413.89990234375,,,,,""
4068737597,"Sep 16, 2020, 2:34:02 PM",Afternoon Run,Run,,3813,11.50,168.0,90,false,,,activities/4354225508.fit.gz,,,3813.0,3809.0,11504.099609375,4.900000095367432,3.0202414989471436,12.859999656677246,201.0,17.200000762939453,22.600000381469727,4.0,-0.0026077658403664827,,,84.0,80.45767974853516,,149.75315856933594,,,946.0,,,90.0,,,,,,,,,,,,,0.0,,1.0,11515.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320.39990234375,,,,,""
4086160575,"Sep 20, 2020, 7:32:50 AM",Morning Ride,Ride,,8247,60.57,164.0,95,false,,,activities/4372631534.fit.gz,,,8247.0,7757.0,60578.80078125,12.399999618530273,7.809565544128418,265.85858154296875,398.0,14.699999809265137,63.599998474121094,10.100000381469727,0.0013205939903855324,,,,,,138.55120849609375,,,1262.0,,,95.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1000061035156,,,,,""
